    Seven representative survival probability curves are given as
    function of energy. The survival probabilities have been averaged over 
    the boron neutrino production region in the Sun. The seven pairs of
    values of the parameters sin^2(2theta0 and Delta m^2 have been chozen
    from the small mixing angle region. The first pair provides the best
    fit to the data with a chi^2 of 0.31 for two degrees of freedom.


  DM2(eV^2)= 0.54120E-05    0.54120E-05    0.54120E-05    0.10000E-04    0.39810E-05    0.42990E-05   0.92610E-05 
 SIN2(2tet)= 0.79430E-02    0.95500E-02    0.66070E-02	  0.45710E-02    0.95500E-02    0.11480E-01   0.43650E-02 
                 
    Energy
 
     3.76   0.604487E-01   0.352900E-01   0.959377E-01 	 0.433661E-01   0.849442E-01   0.418456E-01   0.646642E-01
     3.78   0.614812E-01   0.359908E-01   0.973187E-01 	 0.441507E-01   0.861116E-01   0.425225E-01   0.658330E-01
     3.80   0.625333E-01   0.367075E-01   0.987218E-01 	 0.449517E-01   0.872894E-01   0.432033E-01   0.669780E-01
     3.82   0.636053E-01   0.374404E-01   0.100147E+00 	 0.457692E-01   0.884779E-01   0.438882E-01   0.680981E-01
     3.84   0.646976E-01   0.381899E-01   0.101595E+00 	 0.466036E-01   0.896663E-01   0.445775E-01   0.691923E-01
     3.86   0.658104E-01   0.389562E-01   0.103066E+00 	 0.474554E-01   0.908446E-01   0.452741E-01   0.702596E-01
     3.88   0.669434E-01   0.397381E-01   0.104560E+00 	 0.483248E-01   0.920123E-01   0.459782E-01   0.712988E-01
     3.90   0.680722E-01   0.405169E-01   0.106049E+00 	 0.492121E-01   0.931691E-01   0.466901E-01   0.723090E-01
     3.92   0.691842E-01   0.412866E-01   0.107513E+00 	 0.501178E-01   0.943144E-01   0.474098E-01   0.732889E-01
     3.94   0.702786E-01   0.420466E-01   0.108949E+00 	 0.510420E-01   0.954478E-01   0.481374E-01   0.742376E-01
     3.96   0.713546E-01   0.427961E-01   0.110358E+00 	 0.519852E-01   0.965690E-01   0.488730E-01   0.751539E-01
     3.98   0.724116E-01   0.435345E-01   0.111738E+00 	 0.529477E-01   0.976775E-01   0.496168E-01   0.760369E-01
