energy_GeV,cos_zenith,azimuth_deg,particle,flux
7.0795,-0.8500000000000001,165.0,numubar,0.56898
7.0795,-0.8500000000000001,165.0,nue,0.16751
7.0795,-0.8500000000000001,165.0,nuebar,0.12904
7.9433,-0.8500000000000001,165.0,numu,0.51227
7.9433,-0.8500000000000001,165.0,numubar,0.3989
7.9433,-0.8500000000000001,165.0,nue,0.11242
7.9433,-0.8500000000000001,165.0,nuebar,0.086021
8.9125,-0.8500000000000001,165.0,numu,0.36571
8.9125,-0.8500000000000001,165.0,numubar,0.28097
8.9125,-0.8500000000000001,165.0,nue,0.074379
8.9125,-0.8500000000000001,165.0,nuebar,0.056566
10.0,-0.8500000000000001,165.0,numu,0.2635
10.0,-0.8500000000000001,165.0,numubar,0.20356
10.0,-0.8500000000000001,165.0,nue,0.050479
10.0,-0.8500000000000001,165.0,nuebar,0.03828
11.22,-0.8500000000000001,165.0,numu,0.18781
11.22,-0.8500000000000001,165.0,numubar,0.14367
11.22,-0.8500000000000001,165.0,nue,0.033718
11.22,-0.8500000000000001,165.0,nuebar,0.025584
12.589,-0.8500000000000001,165.0,numu,0.13356
12.589,-0.8500000000000001,165.0,numubar,0.10196
12.589,-0.8500000000000001,165.0,nue,0.022569
12.589,-0.8500000000000001,165.0,nuebar,0.017002
14.125,-0.8500000000000001,165.0,numu,0.09533
14.125,-0.8500000000000001,165.0,numubar,0.072547
14.125,-0.8500000000000001,165.0,nue,0.015194
14.125,-0.8500000000000001,165.0,nuebar,0.011564
15.849,-0.8500000000000001,165.0,numu,0.067881
15.849,-0.8500000000000001,165.0,numubar,0.050818
15.849,-0.8500000000000001,165.0,nue,0.0099989
15.849,-0.8500000000000001,165.0,nuebar,0.0078971
17.783,-0.8500000000000001,165.0,numu,0.048266
17.783,-0.8500000000000001,165.0,numubar,0.035733
17.783,-0.8500000000000001,165.0,nue,0.006629
17.783,-0.8500000000000001,165.0,nuebar,0.00515
19.953,-0.8500000000000001,165.0,numu,0.034225
19.953,-0.8500000000000001,165.0,numubar,0.025295
19.953,-0.8500000000000001,165.0,nue,0.0044071
19.953,-0.8500000000000001,165.0,nuebar,0.0033681
22.387,-0.8500000000000001,165.0,numu,0.024177
22.387,-0.8500000000000001,165.0,numubar,0.018149
22.387,-0.8500000000000001,165.0,nue,0.002973
22.387,-0.8500000000000001,165.0,nuebar,0.0022455
25.119,-0.8500000000000001,165.0,numu,0.01715
25.119,-0.8500000000000001,165.0,numubar,0.012982
25.119,-0.8500000000000001,165.0,nue,0.0020002
25.119,-0.8500000000000001,165.0,nuebar,0.0015468
28.184,-0.8500000000000001,165.0,numu,0.012191
28.184,-0.8500000000000001,165.0,numubar,0.009116
28.184,-0.8500000000000001,165.0,nue,0.0013134
28.184,-0.8500000000000001,165.0,nuebar,0.0010252
31.623,-0.8500000000000001,165.0,numu,0.0086174
31.623,-0.8500000000000001,165.0,numubar,0.0063153
31.623,-0.8500000000000001,165.0,nue,0.00086641
31.623,-0.8500000000000001,165.0,nuebar,0.00067057
35.481,-0.8500000000000001,165.0,numu,0.0061414
35.481,-0.8500000000000001,165.0,numubar,0.0044332
35.481,-0.8500000000000001,165.0,nue,0.00058058
35.481,-0.8500000000000001,165.0,nuebar,0.0004495
39.811,-0.8500000000000001,165.0,numu,0.004332
39.811,-0.8500000000000001,165.0,numubar,0.0031053
39.811,-0.8500000000000001,165.0,nue,0.00039197
39.811,-0.8500000000000001,165.0,nuebar,0.00030447
44.668,-0.8500000000000001,165.0,numu,0.0030691
44.668,-0.8500000000000001,165.0,numubar,0.0022108
44.668,-0.8500000000000001,165.0,nue,0.00026075
44.668,-0.8500000000000001,165.0,nuebar,0.00020428
50.119,-0.8500000000000001,165.0,numu,0.0021734
50.119,-0.8500000000000001,165.0,numubar,0.0015547
50.119,-0.8500000000000001,165.0,nue,0.00017124
50.119,-0.8500000000000001,165.0,nuebar,0.00013246
56.234,-0.8500000000000001,165.0,numu,0.0015211
56.234,-0.8500000000000001,165.0,numubar,0.0010737
56.234,-0.8500000000000001,165.0,nue,0.00011574
56.234,-0.8500000000000001,165.0,nuebar,9.0938e-05
63.096,-0.8500000000000001,165.0,numu,0.001074
63.096,-0.8500000000000001,165.0,numubar,0.00074712
63.096,-0.8500000000000001,165.0,nue,7.758e-05
63.096,-0.8500000000000001,165.0,nuebar,5.9801e-05
70.795,-0.8500000000000001,165.0,numu,0.00074788
70.795,-0.8500000000000001,165.0,numubar,0.00052405
70.795,-0.8500000000000001,165.0,nue,5.221e-05
70.795,-0.8500000000000001,165.0,nuebar,3.9918e-05
79.433,-0.8500000000000001,165.0,numu,0.00051924
79.433,-0.8500000000000001,165.0,numubar,0.00036874
79.433,-0.8500000000000001,165.0,nue,3.5299e-05
79.433,-0.8500000000000001,165.0,nuebar,2.8113e-05
89.125,-0.8500000000000001,165.0,numu,0.00036212
89.125,-0.8500000000000001,165.0,numubar,0.00025803
89.125,-0.8500000000000001,165.0,nue,2.3453e-05
89.125,-0.8500000000000001,165.0,nuebar,2.0298e-05
100.0,-0.8500000000000001,165.0,numu,0.00025879
100.0,-0.8500000000000001,165.0,numubar,0.00018018
100.0,-0.8500000000000001,165.0,nue,1.6307e-05
100.0,-0.8500000000000001,165.0,nuebar,1.2824e-05
112.2,-0.8500000000000001,165.0,numu,0.0001817
112.2,-0.8500000000000001,165.0,numubar,0.00012462
112.2,-0.8500000000000001,165.0,nue,1.0815e-05
112.2,-0.8500000000000001,165.0,nuebar,8.4454e-06
125.89,-0.8500000000000001,165.0,numu,0.00012743
125.89,-0.8500000000000001,165.0,numubar,8.6414e-05
125.89,-0.8500000000000001,165.0,nue,7.1638e-06
125.89,-0.8500000000000001,165.0,nuebar,5.8188e-06
141.25,-0.8500000000000001,165.0,numu,8.8395e-05
141.25,-0.8500000000000001,165.0,numubar,5.9696e-05
141.25,-0.8500000000000001,165.0,nue,4.9159e-06
141.25,-0.8500000000000001,165.0,nuebar,3.9191e-06
158.49,-0.8500000000000001,165.0,numu,6.1916e-05
158.49,-0.8500000000000001,165.0,numubar,4.1242e-05
158.49,-0.8500000000000001,165.0,nue,3.2103e-06
158.49,-0.8500000000000001,165.0,nuebar,2.7626e-06
177.83,-0.8500000000000001,165.0,numu,4.3747e-05
177.83,-0.8500000000000001,165.0,numubar,2.8906e-05
177.83,-0.8500000000000001,165.0,nue,2.1298e-06
177.83,-0.8500000000000001,165.0,nuebar,1.9458e-06
199.53,-0.8500000000000001,165.0,numu,3.054e-05
199.53,-0.8500000000000001,165.0,numubar,1.9828e-05
199.53,-0.8500000000000001,165.0,nue,1.444e-06
199.53,-0.8500000000000001,165.0,nuebar,1.1957e-06
223.87,-0.8500000000000001,165.0,numu,2.1155e-05
223.87,-0.8500000000000001,165.0,numubar,1.3603e-05
223.87,-0.8500000000000001,165.0,nue,9.9928e-07
223.87,-0.8500000000000001,165.0,nuebar,7.6835e-07
251.19,-0.8500000000000001,165.0,numu,1.4769e-05
251.19,-0.8500000000000001,165.0,numubar,9.5916e-06
251.19,-0.8500000000000001,165.0,nue,7.3911e-07
251.19,-0.8500000000000001,165.0,nuebar,5.3952e-07
281.84,-0.8500000000000001,165.0,numu,1.012e-05
281.84,-0.8500000000000001,165.0,numubar,6.6608e-06
281.84,-0.8500000000000001,165.0,nue,5.1724e-07
281.84,-0.8500000000000001,165.0,nuebar,3.7033e-07
316.23,-0.8500000000000001,165.0,numu,7.102e-06
316.23,-0.8500000000000001,165.0,numubar,4.552e-06
316.23,-0.8500000000000001,165.0,nue,3.0351e-07
316.23,-0.8500000000000001,165.0,nuebar,2.4776e-07
354.81,-0.8500000000000001,165.0,numu,4.9328e-06
354.81,-0.8500000000000001,165.0,numubar,3.1419e-06
354.81,-0.8500000000000001,165.0,nue,2.1456e-07
354.81,-0.8500000000000001,165.0,nuebar,1.5997e-07
398.11,-0.8500000000000001,165.0,numu,3.3851e-06
398.11,-0.8500000000000001,165.0,numubar,2.1435e-06
398.11,-0.8500000000000001,165.0,nue,1.4658e-07
398.11,-0.8500000000000001,165.0,nuebar,1.0709e-07
446.68,-0.8500000000000001,165.0,numu,2.3387e-06
446.68,-0.8500000000000001,165.0,numubar,1.46e-06
446.68,-0.8500000000000001,165.0,nue,9.5265e-08
446.68,-0.8500000000000001,165.0,nuebar,7.5178e-08
501.19,-0.8500000000000001,165.0,numu,1.6193e-06
501.19,-0.8500000000000001,165.0,numubar,1.0025e-06
501.19,-0.8500000000000001,165.0,nue,6.23e-08
501.19,-0.8500000000000001,165.0,nuebar,5.0727e-08
562.34,-0.8500000000000001,165.0,numu,1.118e-06
562.34,-0.8500000000000001,165.0,numubar,6.9743e-07
562.34,-0.8500000000000001,165.0,nue,4.1983e-08
562.34,-0.8500000000000001,165.0,nuebar,3.4141e-08
630.96,-0.8500000000000001,165.0,numu,7.6516e-07
630.96,-0.8500000000000001,165.0,numubar,4.8157e-07
630.96,-0.8500000000000001,165.0,nue,2.8366e-08
630.96,-0.8500000000000001,165.0,nuebar,2.4129e-08
707.95,-0.8500000000000001,165.0,numu,5.2034e-07
707.95,-0.8500000000000001,165.0,numubar,3.2899e-07
707.95,-0.8500000000000001,165.0,nue,1.9849e-08
707.95,-0.8500000000000001,165.0,nuebar,1.6589e-08
794.33,-0.8500000000000001,165.0,numu,3.5951e-07
794.33,-0.8500000000000001,165.0,numubar,2.2151e-07
794.33,-0.8500000000000001,165.0,nue,1.4071e-08
794.33,-0.8500000000000001,165.0,nuebar,1.0532e-08
891.25,-0.8500000000000001,165.0,numu,2.4813e-07
891.25,-0.8500000000000001,165.0,numubar,1.5029e-07
891.25,-0.8500000000000001,165.0,nue,8.8245e-09
891.25,-0.8500000000000001,165.0,nuebar,7.5638e-09
1000.0,-0.8500000000000001,165.0,numu,1.7105e-07
1000.0,-0.8500000000000001,165.0,numubar,1.0233e-07
1000.0,-0.8500000000000001,165.0,nue,5.7772e-09
1000.0,-0.8500000000000001,165.0,nuebar,4.6502e-09
1122.0,-0.8500000000000001,165.0,numu,1.1524e-07
1122.0,-0.8500000000000001,165.0,numubar,6.9362e-08
1122.0,-0.8500000000000001,165.0,nue,4.1987e-09
1122.0,-0.8500000000000001,165.0,nuebar,3.1047e-09
1258.9,-0.8500000000000001,165.0,numu,7.8681e-08
1258.9,-0.8500000000000001,165.0,numubar,4.651e-08
1258.9,-0.8500000000000001,165.0,nue,2.6191e-09
1258.9,-0.8500000000000001,165.0,nuebar,2.026e-09
1412.5,-0.8500000000000001,165.0,numu,5.3967e-08
1412.5,-0.8500000000000001,165.0,numubar,3.1471e-08
1412.5,-0.8500000000000001,165.0,nue,1.5788e-09
1412.5,-0.8500000000000001,165.0,nuebar,1.2473e-09
1584.9,-0.8500000000000001,165.0,numu,3.5638e-08
1584.9,-0.8500000000000001,165.0,numubar,2.1489e-08
1584.9,-0.8500000000000001,165.0,nue,9.9999e-10
1584.9,-0.8500000000000001,165.0,nuebar,8.4666e-10
1778.3,-0.8500000000000001,165.0,numu,2.3709e-08
1778.3,-0.8500000000000001,165.0,numubar,1.4199e-08
1778.3,-0.8500000000000001,165.0,nue,6.598e-10
1778.3,-0.8500000000000001,165.0,nuebar,5.37e-10
1995.3,-0.8500000000000001,165.0,numu,1.6039e-08
1995.3,-0.8500000000000001,165.0,numubar,9.5545e-09
1995.3,-0.8500000000000001,165.0,nue,4.5314e-10
1995.3,-0.8500000000000001,165.0,nuebar,3.7491e-10
2238.7,-0.8500000000000001,165.0,numu,1.0798e-08
2238.7,-0.8500000000000001,165.0,numubar,6.5922e-09
2238.7,-0.8500000000000001,165.0,nue,3.3515e-10
2238.7,-0.8500000000000001,165.0,nuebar,2.4219e-10
2511.9,-0.8500000000000001,165.0,numu,7.1703e-09
2511.9,-0.8500000000000001,165.0,numubar,4.3113e-09
2511.9,-0.8500000000000001,165.0,nue,1.9409e-10
2511.9,-0.8500000000000001,165.0,nuebar,1.6059e-10
2818.4,-0.8500000000000001,165.0,numu,4.7502e-09
2818.4,-0.8500000000000001,165.0,numubar,2.8481e-09
2818.4,-0.8500000000000001,165.0,nue,1.1854e-10
2818.4,-0.8500000000000001,165.0,nuebar,1.1204e-10
3162.3,-0.8500000000000001,165.0,numu,3.2792e-09
3162.3,-0.8500000000000001,165.0,numubar,1.9185e-09
3162.3,-0.8500000000000001,165.0,nue,1.092e-10
3162.3,-0.8500000000000001,165.0,nuebar,6.9423e-11
3548.1,-0.8500000000000001,165.0,numu,2.1319e-09
3548.1,-0.8500000000000001,165.0,numubar,1.2558e-09
3548.1,-0.8500000000000001,165.0,nue,6.9217e-11
3548.1,-0.8500000000000001,165.0,nuebar,4.8556e-11
3981.1,-0.8500000000000001,165.0,numu,1.4195e-09
3981.1,-0.8500000000000001,165.0,numubar,8.2529e-10
3981.1,-0.8500000000000001,165.0,nue,4.2244e-11
3981.1,-0.8500000000000001,165.0,nuebar,3.2974e-11
4466.8,-0.8500000000000001,165.0,numu,9.3186e-10
4466.8,-0.8500000000000001,165.0,numubar,5.4558e-10
4466.8,-0.8500000000000001,165.0,nue,2.7998e-11
4466.8,-0.8500000000000001,165.0,nuebar,2.1491e-11
5011.9,-0.8500000000000001,165.0,numu,6.0697e-10
5011.9,-0.8500000000000001,165.0,numubar,3.5626e-10
5011.9,-0.8500000000000001,165.0,nue,1.7477e-11
5011.9,-0.8500000000000001,165.0,nuebar,1.3604e-11
5623.4,-0.8500000000000001,165.0,numu,4.1161e-10
5623.4,-0.8500000000000001,165.0,numubar,2.3504e-10
5623.4,-0.8500000000000001,165.0,nue,1.1238e-11
5623.4,-0.8500000000000001,165.0,nuebar,8.7647e-12
6309.6,-0.8500000000000001,165.0,numu,2.6975e-10
6309.6,-0.8500000000000001,165.0,numubar,1.5204e-10
6309.6,-0.8500000000000001,165.0,nue,7.8041e-12
6309.6,-0.8500000000000001,165.0,nuebar,5.2234e-12
7079.5,-0.8500000000000001,165.0,numu,1.7557e-10
7079.5,-0.8500000000000001,165.0,numubar,1.0059e-10
7079.5,-0.8500000000000001,165.0,nue,4.8023e-12
7079.5,-0.8500000000000001,165.0,nuebar,2.9301e-12
7943.3,-0.8500000000000001,165.0,numu,1.1865e-10
7943.3,-0.8500000000000001,165.0,numubar,6.7153e-11
7943.3,-0.8500000000000001,165.0,nue,3.4737e-12
7943.3,-0.8500000000000001,165.0,nuebar,1.9465e-12
8912.5,-0.8500000000000001,165.0,numu,7.751e-11
8912.5,-0.8500000000000001,165.0,numubar,4.3767e-11
8912.5,-0.8500000000000001,165.0,nue,2.4362e-12
8912.5,-0.8500000000000001,165.0,nuebar,1.3736e-12
10000.0,-0.8500000000000001,165.0,numu,5.0152e-11
10000.0,-0.8500000000000001,165.0,numubar,2.8642e-11
10000.0,-0.8500000000000001,165.0,nue,1.143e-12
10000.0,-0.8500000000000001,165.0,nuebar,6.4354e-13
0.1,-0.8500000000000001,195.0,numu,3559.2
0.1,-0.8500000000000001,195.0,numubar,3592.4
0.1,-0.8500000000000001,195.0,nue,1722.1
0.1,-0.8500000000000001,195.0,nuebar,1771.8
0.1122,-0.8500000000000001,195.0,numu,3253.9
0.1122,-0.8500000000000001,195.0,numubar,3280.7
0.1122,-0.8500000000000001,195.0,nue,1575.5
0.1122,-0.8500000000000001,195.0,nuebar,1614.9
0.12589,-0.8500000000000001,195.0,numu,2974.9
0.12589,-0.8500000000000001,195.0,numubar,2993.5
0.12589,-0.8500000000000001,195.0,nue,1427.0
0.12589,-0.8500000000000001,195.0,nuebar,1456.7
0.14125,-0.8500000000000001,195.0,numu,2687.2
0.14125,-0.8500000000000001,195.0,numubar,2712.0
0.14125,-0.8500000000000001,195.0,nue,1291.4
0.14125,-0.8500000000000001,195.0,nuebar,1282.1
0.15849,-0.8500000000000001,195.0,numu,2398.9
0.15849,-0.8500000000000001,195.0,numubar,2417.9
0.15849,-0.8500000000000001,195.0,nue,1143.2
0.15849,-0.8500000000000001,195.0,nuebar,1123.2
0.17783,-0.8500000000000001,195.0,numu,2128.8
0.17783,-0.8500000000000001,195.0,numubar,2128.6
0.17783,-0.8500000000000001,195.0,nue,999.43
0.17783,-0.8500000000000001,195.0,nuebar,1000.7
0.19953,-0.8500000000000001,195.0,numu,1865.0
0.19953,-0.8500000000000001,195.0,numubar,1857.0
0.19953,-0.8500000000000001,195.0,nue,874.4
0.19953,-0.8500000000000001,195.0,nuebar,867.41
0.22387,-0.8500000000000001,195.0,numu,1611.1
0.22387,-0.8500000000000001,195.0,numubar,1604.6
0.22387,-0.8500000000000001,195.0,nue,755.72
0.22387,-0.8500000000000001,195.0,nuebar,732.55
0.25119,-0.8500000000000001,195.0,numu,1387.1
0.25119,-0.8500000000000001,195.0,numubar,1378.1
0.25119,-0.8500000000000001,195.0,nue,646.19
0.25119,-0.8500000000000001,195.0,nuebar,622.17
0.28184,-0.8500000000000001,195.0,numu,1182.1
0.28184,-0.8500000000000001,195.0,numubar,1167.2
0.28184,-0.8500000000000001,195.0,nue,548.15
0.28184,-0.8500000000000001,195.0,nuebar,527.01
0.31623,-0.8500000000000001,195.0,numu,989.16
0.31623,-0.8500000000000001,195.0,numubar,976.8
0.31623,-0.8500000000000001,195.0,nue,462.53
0.31623,-0.8500000000000001,195.0,nuebar,438.9
0.35481,-0.8500000000000001,195.0,numu,824.07
0.35481,-0.8500000000000001,195.0,numubar,816.59
0.35481,-0.8500000000000001,195.0,nue,389.21
0.35481,-0.8500000000000001,195.0,nuebar,361.08
0.39811,-0.8500000000000001,195.0,numu,682.62
0.39811,-0.8500000000000001,195.0,numubar,675.83
0.39811,-0.8500000000000001,195.0,nue,320.35
0.39811,-0.8500000000000001,195.0,nuebar,295.89
0.44668,-0.8500000000000001,195.0,numu,562.17
0.44668,-0.8500000000000001,195.0,numubar,552.0
0.44668,-0.8500000000000001,195.0,nue,260.36
0.44668,-0.8500000000000001,195.0,nuebar,241.42
0.50119,-0.8500000000000001,195.0,numu,458.35
0.50119,-0.8500000000000001,195.0,numubar,449.3
0.50119,-0.8500000000000001,195.0,nue,209.36
0.50119,-0.8500000000000001,195.0,nuebar,194.63
0.56234,-0.8500000000000001,195.0,numu,371.2
0.56234,-0.8500000000000001,195.0,numubar,361.5
0.56234,-0.8500000000000001,195.0,nue,167.66
0.56234,-0.8500000000000001,195.0,nuebar,154.92
0.63096,-0.8500000000000001,195.0,numu,298.11
0.63096,-0.8500000000000001,195.0,numubar,285.19
0.63096,-0.8500000000000001,195.0,nue,134.05
0.63096,-0.8500000000000001,195.0,nuebar,122.33
0.70795,-0.8500000000000001,195.0,numu,237.12
0.70795,-0.8500000000000001,195.0,numubar,226.51
0.70795,-0.8500000000000001,195.0,nue,106.94
0.70795,-0.8500000000000001,195.0,nuebar,94.08
0.79433,-0.8500000000000001,195.0,numu,187.77
0.79433,-0.8500000000000001,195.0,numubar,180.51
0.79433,-0.8500000000000001,195.0,nue,84.427
0.79433,-0.8500000000000001,195.0,nuebar,73.225
0.89125,-0.8500000000000001,195.0,numu,147.35
0.89125,-0.8500000000000001,195.0,numubar,141.54
0.89125,-0.8500000000000001,195.0,nue,65.856
0.89125,-0.8500000000000001,195.0,nuebar,56.612
1.0,-0.8500000000000001,195.0,numu,116.65
1.0,-0.8500000000000001,195.0,numubar,109.77
1.0,-0.8500000000000001,195.0,nue,50.751
1.0,-0.8500000000000001,195.0,nuebar,43.17
1.122,-0.8500000000000001,195.0,numu,90.579
1.122,-0.8500000000000001,195.0,numubar,84.253
1.122,-0.8500000000000001,195.0,nue,38.337
1.122,-0.8500000000000001,195.0,nuebar,32.747
1.2589,-0.8500000000000001,195.0,numu,70.197
1.2589,-0.8500000000000001,195.0,numubar,64.469
1.2589,-0.8500000000000001,195.0,nue,29.166
1.2589,-0.8500000000000001,195.0,nuebar,24.591
1.4125,-0.8500000000000001,195.0,numu,53.794
1.4125,-0.8500000000000001,195.0,numubar,48.875
1.4125,-0.8500000000000001,195.0,nue,21.87
1.4125,-0.8500000000000001,195.0,nuebar,18.26
1.5849,-0.8500000000000001,195.0,numu,40.962
1.5849,-0.8500000000000001,195.0,numubar,36.923
1.5849,-0.8500000000000001,195.0,nue,16.234
1.5849,-0.8500000000000001,195.0,nuebar,13.447
1.7783,-0.8500000000000001,195.0,numu,30.884
1.7783,-0.8500000000000001,195.0,numubar,27.883
1.7783,-0.8500000000000001,195.0,nue,11.961
1.7783,-0.8500000000000001,195.0,nuebar,9.8836
1.9953,-0.8500000000000001,195.0,numu,23.137
1.9953,-0.8500000000000001,195.0,numubar,20.61
1.9953,-0.8500000000000001,195.0,nue,8.7341
1.9953,-0.8500000000000001,195.0,nuebar,7.2471
2.2387,-0.8500000000000001,195.0,numu,17.29
2.2387,-0.8500000000000001,195.0,numubar,15.169
2.2387,-0.8500000000000001,195.0,nue,6.4275
2.2387,-0.8500000000000001,195.0,nuebar,5.1444
2.5119,-0.8500000000000001,195.0,numu,12.865
2.5119,-0.8500000000000001,195.0,numubar,11.103
2.5119,-0.8500000000000001,195.0,nue,4.5842
2.5119,-0.8500000000000001,195.0,nuebar,3.6172
2.8184,-0.8500000000000001,195.0,numu,9.4845
2.8184,-0.8500000000000001,195.0,numubar,8.1125
2.8184,-0.8500000000000001,195.0,nue,3.23
2.8184,-0.8500000000000001,195.0,nuebar,2.5637
3.1623,-0.8500000000000001,195.0,numu,6.9521
3.1623,-0.8500000000000001,195.0,numubar,5.8891
3.1623,-0.8500000000000001,195.0,nue,2.311
3.1623,-0.8500000000000001,195.0,nuebar,1.8071
3.5481,-0.8500000000000001,195.0,numu,5.0782
3.5481,-0.8500000000000001,195.0,numubar,4.2507
3.5481,-0.8500000000000001,195.0,nue,1.6202
3.5481,-0.8500000000000001,195.0,nuebar,1.2547
3.9811,-0.8500000000000001,195.0,numu,3.6908
3.9811,-0.8500000000000001,195.0,numubar,3.0731
3.9811,-0.8500000000000001,195.0,nue,1.1215
3.9811,-0.8500000000000001,195.0,nuebar,0.85857
4.4668,-0.8500000000000001,195.0,numu,2.68
4.4668,-0.8500000000000001,195.0,numubar,2.2098
4.4668,-0.8500000000000001,195.0,nue,0.77615
4.4668,-0.8500000000000001,195.0,nuebar,0.59367
5.0119,-0.8500000000000001,195.0,numu,1.9443
5.0119,-0.8500000000000001,195.0,numubar,1.5712
5.0119,-0.8500000000000001,195.0,nue,0.52886
5.0119,-0.8500000000000001,195.0,nuebar,0.40279
5.6234,-0.8500000000000001,195.0,numu,1.4122
5.6234,-0.8500000000000001,195.0,numubar,1.1054
5.6234,-0.8500000000000001,195.0,nue,0.36434
5.6234,-0.8500000000000001,195.0,nuebar,0.27454
6.3096,-0.8500000000000001,195.0,numu,1.015
6.3096,-0.8500000000000001,195.0,numubar,0.79178
6.3096,-0.8500000000000001,195.0,nue,0.24668
6.3096,-0.8500000000000001,195.0,nuebar,0.18689
7.0795,-0.8500000000000001,195.0,numu,0.7259
7.0795,-0.8500000000000001,195.0,numubar,0.56527
7.0795,-0.8500000000000001,195.0,nue,0.16628
7.0795,-0.8500000000000001,195.0,nuebar,0.12635
7.9433,-0.8500000000000001,195.0,numu,0.51803
7.9433,-0.8500000000000001,195.0,numubar,0.39934
7.9433,-0.8500000000000001,195.0,nue,0.11234
7.9433,-0.8500000000000001,195.0,nuebar,0.086137
8.9125,-0.8500000000000001,195.0,numu,0.36876
8.9125,-0.8500000000000001,195.0,numubar,0.28481
8.9125,-0.8500000000000001,195.0,nue,0.075259
8.9125,-0.8500000000000001,195.0,nuebar,0.056546
10.0,-0.8500000000000001,195.0,numu,0.26186
10.0,-0.8500000000000001,195.0,numubar,0.20139
10.0,-0.8500000000000001,195.0,nue,0.050784
10.0,-0.8500000000000001,195.0,nuebar,0.038159
11.22,-0.8500000000000001,195.0,numu,0.18622
11.22,-0.8500000000000001,195.0,numubar,0.1423
11.22,-0.8500000000000001,195.0,nue,0.033523
11.22,-0.8500000000000001,195.0,nuebar,0.025461
12.589,-0.8500000000000001,195.0,numu,0.1329
12.589,-0.8500000000000001,195.0,numubar,0.10077
12.589,-0.8500000000000001,195.0,nue,0.022031
12.589,-0.8500000000000001,195.0,nuebar,0.017107
14.125,-0.8500000000000001,195.0,numu,0.095476
14.125,-0.8500000000000001,195.0,numubar,0.071278
14.125,-0.8500000000000001,195.0,nue,0.0147
14.125,-0.8500000000000001,195.0,nuebar,0.011567
15.849,-0.8500000000000001,195.0,numu,0.068138
15.849,-0.8500000000000001,195.0,numubar,0.050397
15.849,-0.8500000000000001,195.0,nue,0.009849
15.849,-0.8500000000000001,195.0,nuebar,0.0076195
17.783,-0.8500000000000001,195.0,numu,0.048202
17.783,-0.8500000000000001,195.0,numubar,0.035958
17.783,-0.8500000000000001,195.0,nue,0.006633
17.783,-0.8500000000000001,195.0,nuebar,0.005009
19.953,-0.8500000000000001,195.0,numu,0.034297
19.953,-0.8500000000000001,195.0,numubar,0.025515
19.953,-0.8500000000000001,195.0,nue,0.0043884
19.953,-0.8500000000000001,195.0,nuebar,0.0032885
22.387,-0.8500000000000001,195.0,numu,0.02433
22.387,-0.8500000000000001,195.0,numubar,0.017941
22.387,-0.8500000000000001,195.0,nue,0.0028031
22.387,-0.8500000000000001,195.0,nuebar,0.0021989
25.119,-0.8500000000000001,195.0,numu,0.017017
25.119,-0.8500000000000001,195.0,numubar,0.012703
25.119,-0.8500000000000001,195.0,nue,0.0018866
25.119,-0.8500000000000001,195.0,nuebar,0.0014856
28.184,-0.8500000000000001,195.0,numu,0.012041
28.184,-0.8500000000000001,195.0,numubar,0.0090232
28.184,-0.8500000000000001,195.0,nue,0.0012942
28.184,-0.8500000000000001,195.0,nuebar,0.0010499
31.623,-0.8500000000000001,195.0,numu,0.0086688
31.623,-0.8500000000000001,195.0,numubar,0.0062867
31.623,-0.8500000000000001,195.0,nue,0.00084869
31.623,-0.8500000000000001,195.0,nuebar,0.00067816
35.481,-0.8500000000000001,195.0,numu,0.0060929
35.481,-0.8500000000000001,195.0,numubar,0.004434
35.481,-0.8500000000000001,195.0,nue,0.00056227
35.481,-0.8500000000000001,195.0,nuebar,0.00044973
39.811,-0.8500000000000001,195.0,numu,0.0043239
39.811,-0.8500000000000001,195.0,numubar,0.0030886
39.811,-0.8500000000000001,195.0,nue,0.00037378
39.811,-0.8500000000000001,195.0,nuebar,0.00030151
44.668,-0.8500000000000001,195.0,numu,0.0030603
44.668,-0.8500000000000001,195.0,numubar,0.0021562
44.668,-0.8500000000000001,195.0,nue,0.00024914
44.668,-0.8500000000000001,195.0,nuebar,0.00020044
50.119,-0.8500000000000001,195.0,numu,0.0021601
50.119,-0.8500000000000001,195.0,numubar,0.0015131
50.119,-0.8500000000000001,195.0,nue,0.00017004
50.119,-0.8500000000000001,195.0,nuebar,0.00014062
56.234,-0.8500000000000001,195.0,numu,0.0015287
56.234,-0.8500000000000001,195.0,numubar,0.00107
56.234,-0.8500000000000001,195.0,nue,0.00011225
56.234,-0.8500000000000001,195.0,nuebar,9.5791e-05
63.096,-0.8500000000000001,195.0,numu,0.0010722
63.096,-0.8500000000000001,195.0,numubar,0.00074856
63.096,-0.8500000000000001,195.0,nue,7.7172e-05
63.096,-0.8500000000000001,195.0,nuebar,5.9399e-05
70.795,-0.8500000000000001,195.0,numu,0.00075378
70.795,-0.8500000000000001,195.0,numubar,0.00052314
70.795,-0.8500000000000001,195.0,nue,5.2067e-05
70.795,-0.8500000000000001,195.0,nuebar,4.0882e-05
79.433,-0.8500000000000001,195.0,numu,0.00052725
79.433,-0.8500000000000001,195.0,numubar,0.00036788
79.433,-0.8500000000000001,195.0,nue,3.5803e-05
79.433,-0.8500000000000001,195.0,nuebar,2.7857e-05
89.125,-0.8500000000000001,195.0,numu,0.00036668
89.125,-0.8500000000000001,195.0,numubar,0.00025147
89.125,-0.8500000000000001,195.0,nue,2.4031e-05
