 Distribution of neutrino fluxes in the BP04 standard solar model model.

astro-ph/0402114

The cumulative neutrino fluxes from Table 1 of BP04 are given in the row below.
 
 5.938E+00 1.401E-02 7.875E-07 4.857E-01 5.822E-04 5.712E-02 5.031E-02 5.912E-04 
 (Fictional fluxes for internal checks: 2.735E+00 4.863E-01)
 
Columns in the Table below represent:

1) Radius of the zone in units of one solar radius
2) Temperature in units of 10^6 deg (K)
3) Logarithm (to the base 10) of the electron density in units of
   cm^{-3}/N_A, where N_A is the Avogadro number
4) Mass of the zone with the given radius in units of one solar mass 
5) X(^7Be): beryllium-7 mass fraction
   [For special purposes, it is useful to know the 7^Be mass fraction.]
6) Fraction of pp neutrinos produced in the zone 
7) Fraction of boron 8 neutrinos produced in the zone
8) Fraction of nitrogen 13 neutrinos produced in the zone
9) Fraction of oxygen 15 neutrinos produced in the zone
10) Fraction of florine 17 neutrinos produced in the zone
11) Fraction of beryllium 7 neutrinos produced in the zone
12) Fraction of pep neutrinos produced in the zone
13) Fraction of hep neutrinos produced in the zone
 
  0.18438  9.903 1.533 2.340E-03 7.347E-14 2.142E-03 6.211E-07 1.275E-03 1.251E-06 2.077E-06 1.262E-04 1.288E-03 3.489E-03
  0.18517  9.876 1.530 2.360E-03 7.085E-14 2.120E-03 5.755E-07 1.224E-03 1.149E-06 1.942E-06 1.220E-04 1.267E-03 3.479E-03
  0.18597  9.849 1.527 2.379E-03 6.831E-14 2.098E-03 5.328E-07 1.173E-03 1.056E-06 1.815E-06 1.179E-04 1.246E-03 3.469E-03
  0.18678  9.821 1.524 2.399E-03 6.583E-14 2.076E-03 4.929E-07 1.123E-03 9.714E-07 1.694E-06 1.139E-04 1.225E-03 3.458E-03
  0.18759  9.794 1.520 2.419E-03 6.343E-14 2.054E-03 4.557E-07 1.074E-03 8.939E-07 1.581E-06 1.099E-04 1.204E-03 3.447E-03
  0.18841  9.767 1.517 2.440E-03 6.110E-14 2.032E-03 4.210E-07 1.026E-03 8.230E-07 1.474E-06 1.061E-04 1.183E-03 3.436E-03
  0.18923  9.739 1.514 2.460E-03 5.884E-14 2.009E-03 3.886E-07 9.786E-04 7.581E-07 1.373E-06 1.024E-04 1.162E-03 3.423E-03
  0.19007  9.711 1.510 2.480E-03 5.665E-14 1.986E-03 3.585E-07 9.324E-04 6.988E-07 1.279E-06 9.873E-05 1.141E-03 3.410E-03
  0.19090  9.683 1.507 2.500E-03 5.452E-14 1.963E-03 3.304E-07 8.875E-04 6.444E-07 1.190E-06 9.517E-05 1.120E-03 3.397E-03
  0.19175  9.655 1.504 2.521E-03 5.245E-14 1.940E-03 3.043E-07 8.437E-04 5.945E-07 1.106E-06 9.171E-05 1.099E-03 3.383E-03
  0.19260  9.627 1.500 2.541E-03 5.045E-14 1.916E-03 2.800E-07 8.012E-04 5.486E-07 1.028E-06 8.834E-05 1.078E-03 3.369E-03
  0.19345  9.599 1.497 2.562E-03 4.851E-14 1.893E-03 2.574E-07 7.600E-04 5.065E-07 9.542E-07 8.506E-05 1.057E-03 3.354E-03
  0.19432  9.571 1.493 2.582E-03 4.663E-14 1.869E-03 2.365E-07 7.201E-04 4.678E-07 8.852E-07 8.186E-05 1.036E-03 3.338E-03
  0.19519  9.542 1.489 2.603E-03 4.481E-14 1.845E-03 2.171E-07 6.816E-04 4.321E-07 8.205E-07 7.875E-05 1.016E-03 3.322E-03
  0.19606  9.514 1.486 2.623E-03 4.305E-14 1.821E-03 1.991E-07 6.445E-04 3.993E-07 7.600E-07 7.573E-05 9.949E-04 3.305E-03
  0.19695  9.485 1.482 2.644E-03 4.135E-14 1.796E-03 1.825E-07 6.087E-04 3.689E-07 7.034E-07 7.279E-05 9.744E-04 3.288E-03
  0.19784  9.456 1.479 2.664E-03 3.970E-14 1.772E-03 1.671E-07 5.744E-04 3.409E-07 6.505E-07 6.993E-05 9.540E-04 3.270E-03
  0.19873  9.427 1.475 2.685E-03 3.810E-14 1.747E-03 1.529E-07 5.414E-04 3.151E-07 6.011E-07 6.716E-05 9.336E-04 3.251E-03
  0.19964  9.398 1.471 2.706E-03 3.656E-14 1.722E-03 1.398E-07 5.098E-04 2.911E-07 5.551E-07 6.446E-05 9.134E-04 3.232E-03
  0.20055  9.369 1.467 2.726E-03 3.507E-14 1.697E-03 1.277E-07 4.796E-04 2.690E-07 5.121E-07 6.185E-05 8.932E-04 3.212E-03
  0.20146  9.340 1.463 2.746E-03 3.363E-14 1.672E-03 1.165E-07 4.507E-04 2.485E-07 4.721E-07 5.931E-05 8.732E-04 3.192E-03
  0.20239  9.310 1.460 2.767E-03 3.224E-14 1.647E-03 1.062E-07 4.232E-04 2.295E-07 4.349E-07 5.686E-05 8.533E-04 3.171E-03
  0.20332  9.281 1.456 2.787E-03 3.089E-14 1.621E-03 9.677E-08 3.969E-04 2.119E-07 4.002E-07 5.448E-05 8.336E-04 3.150E-03
  0.20425  9.251 1.452 2.807E-03 2.960E-14 1.596E-03 8.808E-08 3.719E-04 1.956E-07 3.681E-07 5.217E-05 8.140E-04 3.128E-03
  0.20520  9.222 1.448 2.827E-03 2.834E-14 1.570E-03 8.009E-08 3.482E-04 1.804E-07 3.382E-07 4.994E-05 7.945E-04 3.105E-03
  0.20615  9.192 1.444 2.847E-03 2.714E-14 1.545E-03 7.277E-08 3.257E-04 1.664E-07 3.105E-07 4.778E-05 7.752E-04 3.082E-03
  0.20711  9.162 1.440 2.867E-03 2.598E-14 1.519E-03 6.606E-08 3.043E-04 1.534E-07 2.848E-07 4.569E-05 7.561E-04 3.059E-03
  0.20807  9.132 1.436 2.887E-03 2.485E-14 1.493E-03 5.991E-08 2.841E-04 1.414E-07 2.610E-07 4.368E-05 7.372E-04 3.034E-03
  0.20905  9.102 1.432 2.907E-03 2.377E-14 1.467E-03 5.429E-08 2.650E-04 1.302E-07 2.391E-07 4.173E-05 7.184E-04 3.009E-03
  0.21002  9.072 1.427 2.926E-03 2.273E-14 1.442E-03 4.915E-08 2.469E-04 1.198E-07 2.187E-07 3.985E-05 6.998E-04 2.984E-03
  0.21101  9.042 1.423 2.945E-03 2.173E-14 1.416E-03 4.445E-08 2.299E-04 1.102E-07 2.000E-07 3.803E-05 6.814E-04 2.958E-03
  0.21200  9.011 1.419 2.964E-03 2.077E-14 1.390E-03 4.017E-08 2.138E-04 1.013E-07 1.827E-07 3.628E-05 6.633E-04 2.932E-03
  0.21301  8.981 1.415 2.983E-03 1.984E-14 1.364E-03 3.627E-08 1.987E-04 9.308E-08 1.667E-07 3.459E-05 6.453E-04 2.905E-03
  0.21401  8.950 1.410 3.002E-03 1.895E-14 1.338E-03 3.271E-08 1.845E-04 8.546E-08 1.520E-07 3.297E-05 6.276E-04 2.877E-03
  0.21503  8.920 1.406 3.020E-03 1.809E-14 1.313E-03 2.948E-08 1.711E-04 7.841E-08 1.385E-07 3.140E-05 6.100E-04 2.850E-03
  0.21605  8.889 1.401 3.038E-03 1.727E-14 1.287E-03 2.655E-08 1.586E-04 7.189E-08 1.260E-07 2.990E-05 5.927E-04 2.821E-03
  0.21708  8.858 1.397 3.056E-03 1.648E-14 1.261E-03 2.388E-08 1.469E-04 6.587E-08 1.146E-07 2.845E-05 5.757E-04 2.792E-03
  0.21811  8.827 1.393 3.074E-03 1.572E-14 1.236E-03 2.146E-08 1.359E-04 6.031E-08 1.042E-07 2.706E-05 5.589E-04 2.763E-03
  0.21916  8.797 1.388 3.091E-03 1.499E-14 1.210E-03 1.927E-08 1.256E-04 5.517E-08 9.457E-08 2.572E-05 5.423E-04 2.733E-03
  0.22021  8.766 1.383 3.108E-03 1.429E-14 1.185E-03 1.729E-08 1.160E-04 5.044E-08 8.578E-08 2.444E-05 5.260E-04 2.703E-03
  0.22126  8.735 1.379 3.125E-03 1.362E-14 1.159E-03 1.549E-08 1.071E-04 4.608E-08 7.774E-08 2.321E-05 5.100E-04 2.672E-03
  0.22233  8.703 1.374 3.141E-03 1.298E-14 1.134E-03 1.387E-08 9.875E-05 4.206E-08 7.040E-08 2.203E-05 4.942E-04 2.642E-03
  0.22340  8.672 1.369 3.157E-03 1.237E-14 1.109E-03 1.241E-08 9.098E-05 3.836E-08 6.369E-08 2.090E-05 4.787E-04 2.610E-03
  0.22447  8.641 1.365 3.172E-03 1.178E-14 1.084E-03 1.110E-08 8.376E-05 3.497E-08 5.757E-08 1.981E-05 4.635E-04 2.579E-03
  0.22556  8.610 1.360 3.187E-03 1.121E-14 1.060E-03 9.909E-09 7.704E-05 3.184E-08 5.199E-08 1.878E-05 4.485E-04 2.547E-03
  0.22665  8.579 1.355 3.202E-03 1.067E-14 1.035E-03 8.841E-09 7.080E-05 2.898E-08 4.692E-08 1.779E-05 4.339E-04 2.514E-03
  0.22775  8.547 1.350 3.217E-03 1.015E-14 1.011E-03 7.882E-09 6.502E-05 2.635E-08 4.230E-08 1.684E-05 4.195E-04 2.482E-03
  0.22885  8.516 1.345 3.231E-03 9.659E-15 9.865E-04 7.020E-09 5.966E-05 2.394E-08 3.810E-08 1.594E-05 4.054E-04 2.449E-03
  0.22997  8.484 1.340 3.244E-03 9.186E-15 9.626E-04 6.247E-09 5.470E-05 2.174E-08 3.429E-08 1.507E-05 3.916E-04 2.416E-03
  0.23108  8.453 1.335 3.257E-03 8.735E-15 9.389E-04 5.555E-09 5.011E-05 1.972E-08 3.084E-08 1.425E-05 3.781E-04 2.383E-03
  0.23221  8.422 1.330 3.270E-03 8.303E-15 9.154E-04 4.935E-09 4.587E-05 1.788E-08 2.771E-08 1.346E-05 3.649E-04 2.349E-03
  0.23334  8.390 1.325 3.282E-03 7.891E-15 8.922E-04 4.380E-09 4.196E-05 1.619E-08 2.488E-08 1.272E-05 3.520E-04 2.316E-03
  0.23448  8.359 1.320 3.293E-03 7.497E-15 8.692E-04 3.885E-09 3.835E-05 1.466E-08 2.231E-08 1.200E-05 3.394E-04 2.282E-03
  0.23563  8.327 1.315 3.304E-03 7.122E-15 8.465E-04 3.442E-09 3.502E-05 1.325E-08 2.000E-08 1.133E-05 3.271E-04 2.248E-03
  0.23678  8.295 1.310 3.315E-03 6.764E-15 8.241E-04 3.048E-09 3.196E-05 1.198E-08 1.791E-08 1.068E-05 3.151E-04 2.214E-03
  0.23793  8.264 1.305 3.325E-03 6.423E-15 8.020E-04 2.696E-09 2.915E-05 1.082E-08 1.602E-08 1.007E-05 3.034E-04 2.181E-03
  0.23910  8.232 1.299 3.335E-03 6.097E-15 7.802E-04 2.384E-09 2.656E-05 9.761E-09 1.433E-08 9.490E-06 2.920E-04 2.147E-03
  0.24027  8.201 1.294 3.344E-03 5.787E-15 7.587E-04 2.105E-09 2.419E-05 8.801E-09 1.280E-08 8.938E-06 2.809E-04 2.113E-03
  0.24145  8.169 1.289 3.352E-03 5.492E-15 7.376E-04 1.858E-09 2.201E-05 7.930E-09 1.142E-08 8.415E-06 2.701E-04 2.079E-03
  0.24263  8.138 1.283 3.360E-03 5.211E-15 7.167E-04 1.639E-09 2.001E-05 7.139E-09 1.019E-08 7.919E-06 2.596E-04 2.045E-03
  0.24382  8.106 1.278 3.368E-03 4.943E-15 6.962E-04 1.444E-09 1.818E-05 6.423E-09 9.081E-09 7.449E-06 2.494E-04 2.011E-03
  0.24501  8.075 1.272 3.374E-03 4.689E-15 6.760E-04 1.272E-09 1.651E-05 5.775E-09 8.087E-09 7.004E-06 2.394E-04 1.978E-03
  0.24621  8.043 1.267 3.381E-03 4.447E-15 6.562E-04 1.119E-09 1.498E-05 5.188E-09 7.197E-09 6.583E-06 2.298E-04 1.944E-03
  0.24742  8.012 1.261 3.386E-03 4.216E-15 6.367E-04 9.844E-10 1.358E-05 4.658E-09 6.399E-09 6.185E-06 2.205E-04 1.911E-03
  0.24863  7.980 1.256 3.392E-03 3.997E-15 6.176E-04 8.651E-10 1.231E-05 4.179E-09 5.686E-09 5.808E-06 2.114E-04 1.878E-03
  0.24985  7.949 1.250 3.396E-03 3.789E-15 5.988E-04 7.597E-10 1.115E-05 3.746E-09 5.049E-09 5.453E-06 2.027E-04 1.844E-03
  0.25107  7.917 1.245 3.400E-03 3.591E-15 5.804E-04 6.666E-10 1.009E-05 3.357E-09 4.479E-09 5.117E-06 1.942E-04 1.811E-03
  0.25230  7.886 1.239 3.404E-03 3.402E-15 5.624E-04 5.845E-10 9.123E-06 3.005E-09 3.971E-09 4.799E-06 1.860E-04 1.779E-03
  0.25354  7.855 1.233 3.407E-03 3.223E-15 5.448E-04 5.122E-10 8.245E-06 2.689E-09 3.519E-09 4.499E-06 1.781E-04 1.746E-03
  0.25478  7.823 1.227 3.410E-03 3.052E-15 5.275E-04 4.484E-10 7.448E-06 2.404E-09 3.115E-09 4.215E-06 1.704E-04 1.713E-03
  0.25602  7.792 1.222 3.412E-03 2.889E-15 5.107E-04 3.922E-10 6.723E-06 2.148E-09 2.756E-09 3.948E-06 1.630E-04 1.680E-03
  0.25727  7.761 1.216 3.413E-03 2.734E-15 4.942E-04 3.427E-10 6.065E-06 1.918E-09 2.437E-09 3.694E-06 1.559E-04 1.647E-03
  0.25853  7.730 1.210 3.415E-03 2.585E-15 4.781E-04 2.992E-10 5.469E-06 1.712E-09 2.153E-09 3.454E-06 1.490E-04 1.614E-03
  0.25979  7.699 1.204 3.416E-03 2.443E-15 4.624E-04 2.608E-10 4.928E-06 1.527E-09 1.901E-09 3.227E-06 1.424E-04 1.580E-03
  0.26106  7.667 1.198 3.416E-03 2.306E-15 4.471E-04 2.271E-10 4.438E-06 1.361E-09 1.678E-09 3.012E-06 1.360E-04 1.545E-03
  0.26233  7.636 1.192 3.417E-03 2.175E-15 4.322E-04 1.975E-10 3.995E-06 1.213E-09 1.480E-09 2.808E-06 1.299E-04 1.510E-03
  0.26361  7.605 1.186 3.417E-03 2.049E-15 4.177E-04 1.714E-10 3.594E-06 1.080E-09 1.304E-09 2.614E-06 1.240E-04 1.474E-03
  0.26489  7.574 1.180 3.416E-03 1.928E-15 4.035E-04 1.485E-10 3.232E-06 9.608E-10 1.149E-09 2.430E-06 1.183E-04 1.436E-03
  0.26618  7.544 1.174 3.416E-03 1.811E-15 3.898E-04 1.284E-10 2.904E-06 8.545E-10 1.011E-09 2.255E-06 1.129E-04 1.398E-03
  0.26747  7.513 1.168 3.415E-03 1.698E-15 3.764E-04 1.108E-10 2.609E-06 7.595E-10 8.895E-10 2.088E-06 1.076E-04 1.358E-03
  0.26877  7.482 1.162 3.414E-03 1.589E-15 3.634E-04 9.539E-11 2.342E-06 6.747E-10 7.821E-10 1.929E-06 1.026E-04 1.316E-03
  0.27008  7.451 1.156 3.413E-03 1.483E-15 3.508E-04 8.188E-11 2.102E-06 5.990E-10 6.872E-10 1.779E-06 9.781E-05 1.273E-03
  0.27139  7.420 1.149 3.412E-03 1.381E-15 3.385E-04 7.008E-11 1.885E-06 5.315E-10 6.034E-10 1.635E-06 9.319E-05 1.228E-03
  0.27270  7.390 1.143 3.410E-03 1.283E-15 3.265E-04 5.979E-11 1.689E-06 4.714E-10 5.296E-10 1.499E-06 8.875E-05 1.182E-03
  0.27402  7.359 1.137 3.408E-03 1.188E-15 3.149E-04 5.085E-11 1.513E-06 4.178E-10 4.644E-10 1.371E-06 8.450E-05 1.134E-03
  0.27535  7.329 1.131 3.405E-03 1.097E-15 3.037E-04 4.310E-11 1.355E-06 3.700E-10 4.070E-10 1.249E-06 8.043E-05 1.085E-03
  0.27668  7.298 1.124 3.403E-03 1.010E-15 2.927E-04 3.640E-11 1.212E-06 3.275E-10 3.565E-10 1.135E-06 7.652E-05 1.035E-03
  0.27802  7.268 1.118 3.399E-03 9.272E-16 2.820E-04 3.063E-11 1.084E-06 2.897E-10 3.120E-10 1.027E-06 7.277E-05 9.842E-04
  0.27937  7.237 1.112 3.395E-03 8.485E-16 2.717E-04 2.569E-11 9.687E-07 2.561E-10 2.729E-10 9.270E-07 6.918E-05 9.328E-04
  0.28072  7.207 1.105 3.391E-03 7.741E-16 2.616E-04 2.147E-11 8.652E-07 2.263E-10 2.385E-10 8.338E-07 6.573E-05 8.814E-04
  0.28207  7.177 1.099 3.385E-03 7.042E-16 2.518E-04 1.788E-11 7.722E-07 1.998E-10 2.083E-10 7.476E-07 6.244E-05 8.303E-04
  0.28343  7.146 1.092 3.379E-03 6.386E-16 2.423E-04 1.483E-11 6.888E-07 1.763E-10 1.818E-10 6.680E-07 5.928E-05 7.796E-04
  0.28479  7.116 1.086 3.373E-03 5.774E-16 2.331E-04 1.226E-11 6.141E-07 1.554E-10 1.586E-10 5.950E-07 5.626E-05 7.297E-04
  0.28616  7.086 1.079 3.366E-03 5.206E-16 2.241E-04 1.011E-11 5.471E-07 1.369E-10 1.382E-10 5.283E-07 5.337E-05 6.809E-04
  0.28754  7.056 1.072 3.357E-03 4.681E-16 2.154E-04 8.302E-12 4.872E-07 1.206E-10 1.204E-10 4.677E-07 5.060E-05 6.337E-04
  0.28892  7.026 1.066 3.349E-03 4.199E-16 2.070E-04 6.800E-12 4.336E-07 1.061E-10 1.048E-10 4.129E-07 4.796E-05 5.881E-04
  0.29030  6.997 1.059 3.339E-03 3.758E-16 1.988E-04 5.554E-12 3.856E-07 9.336E-11 9.121E-11 3.636E-07 4.544E-05 5.444E-04
  0.29169  6.967 1.052 3.329E-03 3.355E-16 1.909E-04 4.524E-12 3.428E-07 8.207E-11 7.931E-11 3.193E-07 4.304E-05 5.028E-04
  0.29308  6.937 1.046 3.318E-03 2.990E-16 1.833E-04 3.676E-12 3.046E-07 7.211E-11 6.893E-11 2.798E-07 4.074E-05 4.634E-04
  0.29447  6.908 1.039 3.307E-03 2.659E-16 1.759E-04 2.980E-12 2.706E-07 6.333E-11 5.987E-11 2.447E-07 3.856E-05 4.262E-04
  0.29587  6.879 1.032 3.295E-03 2.361E-16 1.687E-04 2.411E-12 2.402E-07 5.559E-11 5.198E-11 2.136E-07 3.648E-05 3.912E-04
  0.29727  6.849 1.025 3.282E-03 2.094E-16 1.618E-04 1.947E-12 2.131E-07 4.878E-11 4.510E-11 1.861E-07 3.450E-05 3.585E-04
  0.29868  6.820 1.019 3.270E-03 1.853E-16 1.552E-04 1.569E-12 1.891E-07 4.278E-11 3.912E-11 1.619E-07 3.262E-05 3.280E-04
  0.30009  6.791 1.012 3.256E-03 1.639E-16 1.488E-04 1.263E-12 1.676E-07 3.751E-11 3.392E-11 1.406E-07 3.083E-05 2.997E-04
  0.30150  6.762 1.005 3.242E-03 1.447E-16 1.426E-04 1.014E-12 1.486E-07 3.287E-11 2.940E-11 1.219E-07 2.913E-05 2.735E-04
  0.30291  6.733 0.998 3.228E-03 1.277E-16 1.366E-04 8.140E-13 1.317E-07 2.880E-11 2.547E-11 1.056E-07 2.752E-05 2.493E-04
  0.30433  6.705 0.991 3.214E-03 1.125E-16 1.309E-04 6.524E-13 1.166E-07 2.522E-11 2.206E-11 9.141E-08 2.599E-05 2.270E-04
  0.30575  6.676 0.984 3.199E-03 9.909E-17 1.253E-04 5.223E-13 1.033E-07 2.208E-11 1.909E-11 7.902E-08 2.454E-05 2.065E-04
  0.30718  6.648 0.977 3.184E-03 8.719E-17 1.200E-04 4.177E-13 9.140E-08 1.932E-11 1.652E-11 6.825E-08 2.317E-05 1.877E-04
  0.30860  6.619 0.970 3.168E-03 7.667E-17 1.149E-04 3.337E-13 8.089E-08 1.690E-11 1.430E-11 5.890E-08 2.186E-05 1.705E-04
  0.31003  6.591 0.963 3.153E-03 6.738E-17 1.100E-04 2.664E-13 7.156E-08 1.478E-11 1.236E-11 5.079E-08 2.063E-05 1.547E-04
  0.31146  6.563 0.956 3.137E-03 5.918E-17 1.053E-04 2.125E-13 6.329E-08 1.293E-11 1.069E-11 4.376E-08 1.946E-05 1.403E-04
  0.31290  6.535 0.949 3.121E-03 5.195E-17 1.008E-04 1.694E-13 5.597E-08 1.130E-11 9.240E-12 3.769E-08 1.836E-05 1.272E-04
  0.31434  6.507 0.942 3.105E-03 4.559E-17 9.640E-05 1.349E-13 4.948E-08 9.876E-12 7.984E-12 3.244E-08 1.731E-05 1.153E-04
  0.31578  6.480 0.935 3.089E-03 3.999E-17 9.222E-05 1.074E-13 4.373E-08 8.628E-12 6.898E-12 2.791E-08 1.632E-05 1.044E-04
  0.31722  6.452 0.928 3.072E-03 3.506E-17 8.821E-05 8.543E-14 3.864E-08 7.536E-12 5.957E-12 2.399E-08 1.538E-05 9.450E-05
  0.31866  6.425 0.921 3.055E-03 3.073E-17 8.436E-05 6.794E-14 3.413E-08 6.581E-12 5.143E-12 2.062E-08 1.450E-05 8.552E-05
  0.32011  6.398 0.914 3.039E-03 2.693E-17 8.066E-05 5.400E-14 3.014E-08 5.745E-12 4.440E-12 1.772E-08 1.366E-05 7.736E-05
  0.32156  6.370 0.907 3.022E-03 2.360E-17 7.712E-05 4.290E-14 2.661E-08 5.015E-12 3.831E-12 1.522E-08 1.287E-05 6.996E-05
  0.32302  6.343 0.900 3.005E-03 2.067E-17 7.372E-05 3.406E-14 2.349E-08 4.376E-12 3.306E-12 1.306E-08 1.213E-05 6.325E-05
  0.32447  6.316 0.893 2.988E-03 1.810E-17 7.047E-05 2.704E-14 2.074E-08 3.817E-12 2.851E-12 1.121E-08 1.142E-05 5.717E-05
  0.32593  6.290 0.886 2.970E-03 1.585E-17 6.735E-05 2.146E-14 1.830E-08 3.330E-12 2.459E-12 9.621E-09 1.076E-05 5.166E-05
  0.32739  6.263 0.879 2.953E-03 1.387E-17 6.436E-05 1.702E-14 1.614E-08 2.903E-12 2.120E-12 8.253E-09 1.013E-05 4.668E-05
  0.32885  6.236 0.872 2.936E-03 1.214E-17 6.149E-05 1.349E-14 1.424E-08 2.531E-12 1.827E-12 7.078E-09 9.533E-06 4.216E-05
  0.33032  6.210 0.864 2.918E-03 1.062E-17 5.874E-05 1.070E-14 1.256E-08 2.206E-12 1.574E-12 6.069E-09 8.973E-06 3.808E-05
  0.33179  6.183 0.857 2.901E-03 9.296E-18 5.611E-05 8.477E-15 1.107E-08 1.923E-12 1.356E-12 5.203E-09 8.445E-06 3.439E-05
  0.33326  6.157 0.850 2.883E-03 8.134E-18 5.360E-05 6.715E-15 9.757E-09 1.675E-12 1.168E-12 4.459E-09 7.947E-06 3.105E-05
  0.33473  6.131 0.843 2.866E-03 7.116E-18 5.119E-05 5.319E-15 8.599E-09 1.459E-12 1.006E-12 3.821E-09 7.477E-06 2.803E-05
  0.33620  6.105 0.836 2.848E-03 6.225E-18 4.888E-05 4.211E-15 7.577E-09 1.271E-12 8.661E-13 3.274E-09 7.034E-06 2.530E-05
  0.33768  6.079 0.828 2.830E-03 5.445E-18 4.667E-05 3.334E-15 6.674E-09 1.106E-12 7.455E-13 2.804E-09 6.616E-06 2.283E-05
  0.33916  6.054 0.821 2.813E-03 4.762E-18 4.455E-05 2.638E-15 5.879E-09 9.629E-13 6.415E-13 2.402E-09 6.222E-06 2.061E-05
  0.34065  6.028 0.814 2.795E-03 4.165E-18 4.253E-05 2.088E-15 5.177E-09 8.380E-13 5.519E-13 2.057E-09 5.850E-06 1.860E-05
  0.34213  6.003 0.807 2.777E-03 3.642E-18 4.059E-05 1.651E-15 4.558E-09 7.292E-13 4.747E-13 1.761E-09 5.501E-06 1.678E-05
  0.34362  5.977 0.799 2.759E-03 3.185E-18 3.874E-05 1.306E-15 4.012E-09 6.343E-13 4.082E-13 1.508E-09 5.171E-06 1.514E-05
  0.34511  5.952 0.792 2.742E-03 2.785E-18 3.697E-05 1.033E-15 3.531E-09 5.517E-13 3.510E-13 1.291E-09 4.860E-06 1.366E-05
  0.34660  5.927 0.785 2.724E-03 2.436E-18 3.527E-05 8.166E-16 3.107E-09 4.798E-13 3.017E-13 1.105E-09 4.568E-06 1.232E-05
  0.34810  5.902 0.777 2.706E-03 2.130E-18 3.365E-05 6.455E-16 2.733E-09 4.171E-13 2.593E-13 9.460E-10 4.293E-06 1.112E-05
  0.34960  5.877 0.770 2.688E-03 1.863E-18 3.210E-05 5.101E-16 2.404E-09 3.625E-13 2.228E-13 8.096E-10 4.033E-06 1.003E-05
  0.35110  5.852 0.763 2.670E-03 1.629E-18 3.062E-05 4.031E-16 2.114E-09 3.151E-13 1.914E-13 6.929E-10 3.789E-06 9.049E-06
  0.35260  5.827 0.755 2.652E-03 1.424E-18 2.921E-05 3.185E-16 1.859E-09 2.737E-13 1.644E-13 5.929E-10 3.559E-06 8.163E-06
  0.35411  5.803 0.748 2.634E-03 1.245E-18 2.786E-05 2.516E-16 1.634E-09 2.378E-13 1.411E-13 5.074E-10 3.343E-06 7.364E-06
  0.35561  5.778 0.741 2.617E-03 1.089E-18 2.656E-05 1.987E-16 1.436E-09 2.065E-13 1.212E-13 4.341E-10 3.140E-06 6.643E-06
  0.35712  5.754 0.733 2.599E-03 9.523E-19 2.533E-05 1.569E-16 1.262E-09 1.793E-13 1.040E-13 3.714E-10 2.948E-06 5.993E-06
  0.35864  5.730 0.726 2.581E-03 8.328E-19 2.415E-05 1.239E-16 1.109E-09 1.557E-13 8.923E-14 3.178E-10 2.768E-06 5.407E-06
  0.36015  5.706 0.719 2.563E-03 7.283E-19 2.302E-05 9.784E-17 9.739E-10 1.351E-13 7.655E-14 2.719E-10 2.599E-06 4.878E-06
  0.36167  5.682 0.711 2.545E-03 6.370E-19 2.194E-05 0.000E+00 8.553E-10 1.173E-13 6.566E-14 2.326E-10 2.439E-06 4.401E-06
  0.36319  5.658 0.704 2.527E-03 5.571E-19 2.091E-05 0.000E+00 7.511E-10 1.017E-13 5.631E-14 1.990E-10 2.289E-06 3.971E-06
  0.36472  5.634 0.696 2.510E-03 4.873E-19 1.993E-05 0.000E+00 6.594E-10 8.826E-14 4.827E-14 1.703E-10 2.148E-06 3.583E-06
  0.36624  5.610 0.689 2.492E-03 4.262E-19 1.899E-05 0.000E+00 5.788E-10 7.655E-14 4.138E-14 1.457E-10 2.016E-06 3.233E-06
  0.36777  5.586 0.682 2.474E-03 3.729E-19 1.810E-05 0.000E+00 5.079E-10 6.638E-14 3.546E-14 1.246E-10 1.892E-06 2.918E-06
  0.36930  5.563 0.674 2.457E-03 3.262E-19 1.724E-05 0.000E+00 4.457E-10 5.754E-14 3.038E-14 1.066E-10 1.775E-06 2.633E-06
  0.37084  5.540 0.667 2.439E-03 2.854E-19 1.643E-05 0.000E+00 3.910E-10 4.988E-14 2.603E-14 9.122E-11 1.665E-06 2.377E-06
  0.37237  5.516 0.659 2.421E-03 2.497E-19 1.565E-05 0.000E+00 3.429E-10 4.322E-14 2.229E-14 7.805E-11 1.561E-06 2.145E-06
  0.37391  5.493 0.652 2.404E-03 2.185E-19 1.491E-05 0.000E+00 3.007E-10 3.745E-14 1.909E-14 6.678E-11 1.464E-06 1.937E-06
  0.37545  5.470 0.644 2.386E-03 1.913E-19 1.420E-05 0.000E+00 2.637E-10 3.244E-14 1.634E-14 5.714E-11 1.373E-06 1.748E-06
  0.37700  5.447 0.637 2.369E-03 1.674E-19 1.352E-05 0.000E+00 2.311E-10 2.809E-14 1.398E-14 4.890E-11 1.287E-06 1.579E-06
  0.37855  5.424 0.629 2.351E-03 1.465E-19 1.287E-05 0.000E+00 2.026E-10 2.433E-14 1.197E-14 4.185E-11 1.207E-06 1.426E-06
  0.38010  5.401 0.622 2.334E-03 1.283E-19 1.226E-05 0.000E+00 1.775E-10 2.106E-14 1.024E-14 3.581E-11 1.132E-06 1.288E-06
  0.38165  5.379 0.614 2.317E-03 1.123E-19 1.167E-05 0.000E+00 1.555E-10 1.823E-14 8.756E-15 3.065E-11 1.061E-06 1.163E-06
  0.38320  5.356 0.607 2.299E-03 9.837E-20 1.111E-05 0.000E+00 1.362E-10 1.577E-14 7.488E-15 2.624E-11 9.941E-07 1.051E-06
