radius,pp fraction,pep fraction,hep fraction,7Be fraction,8B fraction,13N fraction,15O fraction,17F fraction
0.101,8.02485121,8.68749615,6.29148714,6.37298208,1.81230233,2.1443252,2.9104603,2.38936885
0.1015,8.03732761,8.67482275,6.32734557,6.28750366,1.7523203,2.08940337,2.83607029,2.32136696
0.102,8.02064425,8.63083586,6.34024783,6.18134313,1.68894513,2.02910907,2.75438094,2.24792362
0.1025,8.02663734,8.611216,6.37123732,6.09339362,1.63160803,1.9754534,2.68170165,2.18207854
0.103,8.00774764,8.56505478,6.38249239,5.98852163,1.57180657,1.91763864,2.60337072,2.11210529
0.1035,8.00916346,8.54059103,6.41005599,5.89955782,1.51717744,1.86554575,2.53280525,2.04866487
0.104,7.99462468,8.49924791,6.42491034,5.80065085,1.46183004,1.81149484,2.45957697,1.98349615
0.1045,8.00922753,8.48885309,6.46333259,5.72369421,1.41312828,1.76500806,2.39661602,1.92687156
0.105,7.97204985,8.42386654,6.45993328,5.61240589,1.35829556,1.70948542,2.32137797,1.86092177
0.1055,7.97673919,8.40301263,6.49061735,5.53058401,1.31088867,1.66311489,2.25856755,1.80500934
0.106,7.96087343,8.36069197,6.50456942,5.43655007,1.26248391,1.61433222,2.19247578,1.74692462
0.1065,7.95217882,8.32596218,6.52445708,5.34851979,1.21657518,1.56806419,2.12979584,1.69182282
0.107,7.94487054,8.29278535,6.54555335,5.2628603,1.17255441,1.52339667,2.06928533,1.63876808
0.1075,7.92511411,8.246772,6.55640256,5.17058825,1.1284686,1.47777002,2.00746682,1.58501367
0.108,7.919989,8.21602652,6.57943272,5.08881833,1.08761477,1.43578216,1.95058833,1.53538643
0.1085,7.89551528,8.16540888,6.58637709,4.99643948,1.04595324,1.39181635,1.89101718,1.48398741
0.109,7.8911904,8.13565004,6.61024233,4.91761162,1.00790336,1.35215495,1.83729129,1.43736288
0.1095,7.87875618,8.09771402,6.62731576,4.83550627,0.970604582,1.31259123,1.78369283,1.39117762
0.11,7.84466792,8.03772926,6.62612549,4.7417446,0.932152306,1.27071565,1.7269473,1.34281893
0.1105,7.84039981,8.00827082,6.65024122,4.66642548,0.897798973,1.23411095,1.67736328,1.30014465
0.111,7.82765376,7.97036187,6.66716468,4.5879151,0.864206162,1.19765037,1.62796944,1.25794731
0.1115,7.80144051,7.91894155,6.6725728,4.50310522,0.830548607,1.16036663,1.57745112,1.21515101
0.112,7.78640461,7.87894451,6.68760495,4.42567372,0.798955463,1.1254957,1.53020973,1.17505073
0.1125,7.76689094,7.83459436,6.69877716,4.34717148,0.7681926,1.09110527,1.48361667,1.13569882
0.113,7.75153382,7.79457616,6.71353503,4.27223829,0.738934391,1.05825864,1.43911828,1.09816661
0.1135,7.72624679,7.74478138,6.71964541,4.19336483,0.709982902,1.02517812,1.39429616,1.06063302
0.114,7.70012649,7.69429236,6.72502144,4.11514625,0.68185784,0.992796224,1.35042005,1.02399875
0.1145,7.68979156,7.65966635,6.74423592,4.04632415,0.655959188,0.963182412,1.31030541,0.990387288
0.115,7.66312653,7.6090508,6.74903191,3.97071932,0.630033747,0.932778698,1.26911017,0.956231539
0.1155,7.63543673,7.55756942,6.75289776,3.8956749,0.604857223,0.90301589,1.22878183,0.922898157
0.116,7.61844503,7.51679377,6.76626322,3.82707529,0.581286853,0.875213875,1.19111841,0.891723099
0.1165,7.59037566,7.46533676,6.76969966,3.75446775,0.557980185,0.847179475,1.15313255,0.860532204
0.117,7.57080785,7.42237303,6.78070727,3.68705922,0.536031332,0.820779244,1.11736694,0.831151036
0.1175,7.54217419,7.37076365,6.78350475,3.61669718,0.514434737,0.794346808,1.08155142,0.801936634
0.118,7.52240019,7.32795176,6.79427117,3.55158216,0.494138312,0.76951085,1.04790556,0.774476739
0.1185,7.49176284,7.274819,6.79513147,3.48283024,0.474086276,0.744497554,1.01401161,0.74703082
0.119,7.46103153,7.22176093,6.79585104,3.41502974,0.454670033,0.720102801,0.980955485,0.720336022
0.1195,7.44308907,7.18121151,6.80821163,3.35399754,0.436644027,0.697535926,0.950384936,0.695597215
0.12,7.40808893,7.12452087,6.80483423,3.2869128,0.418583733,0.674341914,0.91895193,0.670427701
0.1205,7.38963396,7.0838423,6.81665224,3.22789842,0.401934422,0.653124384,0.890207556,0.647323177
0.121,7.35149942,7.0246335,6.81013964,3.16192259,0.385137104,0.631113876,0.860372021,0.623618222
0.1215,7.3259535,6.97755351,6.81529986,3.10202169,0.369394991,0.610586101,0.832551956,0.601459857
0.122,7.29708998,6.9275614,6.81728077,3.04198709,0.354191771,0.590515132,0.805342902,0.579893861
