radius,electron_density_mol_cm3,neutron_density_mol_cm3
0.698978,0.1823005588479245,0.0282568769137086
0.699459,0.1815975562736542,0.0281209076929224
0.69994,0.1808989308094221,0.0279865911576661
0.700421,0.180204237835481,0.0278523165122596
0.700902,0.1795142793629361,0.0277197402699334
0.701382,0.1788281978717857,0.0275879594818098
0.701862,0.1781467894785925,0.0274555808414237
0.702342,0.1774696120773878,0.0273240598907559
0.702821,0.1767962300459361,0.0271933277093499
0.703301,0.1761274307926984,0.0270627547907176
0.70378,0.1754627775924921,0.0269337723434029
0.704258,0.1748026450765128,0.0268049411007793
0.704737,0.1741466000774419,0.0266762008321148
0.705215,0.17349501467898,0.0265490903812899
0.705693,0.1728478572197981,0.0264228595530661
0.70617,0.1722046997930691,0.0262952434899647
0.706647,0.1715659107341344,0.0261706993789526
0.707124,0.1709314591571768,0.026045560620768
0.707601,0.1703013144403068,0.0259205608087754
0.708077,0.1696754462231799,0.0257964229868415
0.708553,0.1690538244046358,0.025674579240119
0.709029,0.168436419140363,0.0255514233146142
0.709504,0.1678235872682311,0.0254291730527188
0.709979,0.1672152952461228,0.0253085327944052
0.710454,0.166611126204812,0.0251887203809086
0.710928,0.1660110513610173,0.025067609028464
0.711402,0.1654158039426188,0.0249488510813712
0.711875,0.1648245884391612,0.0248302037757414
0.712348,0.1642381331939295,0.0247117819159382
0.712821,0.1636560255656929,0.0245949222598275
0.713293,0.1630782340893991,0.0244782212697694
0.713765,0.1625051017712693,0.0243631197372128
0.714237,0.1619425598680701,0.0242787822266026
0.714709,0.1613827085023539,0.0241948480872475
0.71518,0.1608251629110986,0.024111259634635
0.71565,0.1602691744966222,0.0240279046373656
0.71612,0.1597151081888077,0.0239448378065246
0.71659,0.1591629573427432,0.023862058145892
0.717059,0.1586130805561833,0.0237796194172267
0.717527,0.1580647395280918,0.0236974109328246
0.717995,0.157518294168895,0.023615486651243
0.718463,0.1569737379250788,0.0235338455899647
0.71893,0.1564314244620369,0.023452540771278
0.719396,0.1558906256337527,0.0233714630299416
0.719862,0.1553520541111483,0.0232907192111369
0.720328,0.1548149867723846,0.0232102009028585
0.720793,0.154279776128262,0.0231299609542952
0.721257,0.1537467697746172,0.0230500514777741
0.721721,0.1532152520617757,0.0229703651815332
0.722184,0.152685923429899,0.0228910070770911
0.722647,0.1521584235245802,0.022811923139328
